sentence,label,sentiment,text_length,word_count,sensitivity_level,sensitivity_label
"Sales are expected to increase in the end of the year 2006 , however",2,Positive,68,14,1,Internal
"EPS from continuing operations came in at 0.30 eur , up from 0.17",2,Positive,65,13,1,Internal
"The scheme for TeliaSonera and Altimo is practically identical , except that it involves the merger of their stakes in VimpelCom and Kyivstar",1,Neutral,141,23,3,Restricted
Finnish media company Talentum Oyj 's net profit decreased to 2.5 mln euro ( $ 4.0 mln ) for the first quarter of 2008 from 3.0 mln euro ( $ 4.7 mln ) for the same period of 2007,0,Negative,178,39,2,Confidential
The project is expected to be completed in 2009,1,Neutral,47,9,1,Internal
"Samsung currently occupies third place and lost ground during the quarter , dropping by 1.8 % to an 11.1 % share overall",0,Negative,120,22,2,Confidential
"H+Ñkan Dahlstr+Âm , head of mobility services at TeliaSonera , has forecast that mobile data volume on the TeliaSonera network in Sweden will rise eight-fold to 200,000 TB by 2014",2,Positive,179,30,2,Confidential
The Swedish subsidiary holds 1.0 % net smelter return `` NSR '' royalties over two advanced copper projects in northern Sweden - the Viscaria and Adak Projects - being developed by Avalon Minerals Ltd. ASX : AVI,1,Neutral,211,37,1,Internal
"By 14:29 CET on Monday , shares in Bavarian Nordic had climbed 1.21 % to DKK250 on the stock exchange in Copenhagen after having lost 7.41 % in the past month",2,Positive,158,31,0,Public
"Earlier today , Geberit 's Finnish rival Uponor OYJ cut its full-year sales growth forecast to 6 pct from 10 pct , blaming tough conditions in Germany and the US , as well as currency factors",0,Negative,191,36,3,Restricted
"According to CEO Matti Perkonoja of the parent company HKScan , the company 's performance in the first quarter of 2010 has remained clearly below the level of the corresponding period in 2009",0,Negative,192,33,2,Confidential
The exercise price of the option will be based on Safran Software Solutions ' license and maintenance sales as well as the result of the company,1,Neutral,144,26,1,Internal
"Some 3.8 mln euro ( $ 5.2 mln ) of the base acquisition price will be paid in cash and the rest through a subscription offering of a total of 850,000 new Ixonos shares",1,Neutral,167,34,3,Restricted
The shares shall be acquired according to the Rules of NASDAQ OMX Helsinki and otherwise according to the rules related to acquisition of the company 's own shares,1,Neutral,163,28,3,Restricted
"The Committee proposes the following remuneration : a monthly remuneration of EUR 5,000 for the Chairman , EUR 3,500 for the Deputy Chairman , and EUR 2,500 for the other Board members",1,Neutral,184,32,2,Confidential
"Following the demerger , the vice president of the group 's pharmaceutical trade in Finland , Jukka Niemi , will be appointed managing director of Oriola in addition to his current responsibilities",1,Neutral,197,32,3,Restricted
"Net sales surged by 18.5 % to EUR167 .8 m. Teleste said that EUR20 .4 m , or 12.2 % , of the sales came from the acquisitions made in 2009",2,Positive,138,31,3,Restricted
The corrected chapter is in its entirety below,1,Neutral,46,8,0,Public
The company slipped to an operating loss of EUR 2.6 million from a profit of EUR 1.3 million,0,Negative,92,18,2,Confidential
"Operating loss totalled EUR 5.2 mn , compared to a loss of EUR 3.4 mn in the corresponding period in 2008-2009",0,Negative,110,21,2,Confidential
"Exports of goods fell by 59 % , and imports by 16.7 %",0,Negative,53,13,1,Internal
Finnish Bank of +àland will launch its long-term pension savings account at the beginning of June 2010,1,Neutral,102,17,1,Internal
"Via the move , the company aims annual savings of some EUR3m , the main part of which are expected to be realized this year",2,Positive,123,25,1,Internal
Cash flow from operations in January-December 2008 was a negative EUR 18.1 mn compared to EUR 39.0 mn in the corresponding period in 2007,0,Negative,137,24,1,Internal
Pretax profit decreased to EUR 33.8 mn from EUR 40.8 mn in the fourth quarter of 2005,0,Negative,85,17,2,Confidential
"It now owns 80,565 shares in Amer Sports Corporation , equaling 0.11 % of the company 's share capital and voting rights",1,Neutral,120,22,1,Internal
"The airline estimated that the cancellation of its flights due to the closure of European airspace , and the process of recommencing traffic , have caused a the company a loss of EUR20m , including the costs of stranded passengers ' accommodation",0,Negative,246,42,2,Confidential
"The acquisition was financed with $ 2.56 billion of debt arranged by Goldman , Sachs & Co.",1,Neutral,90,17,3,Restricted
"Teleste 's hybrid TV solution includes components for the whole process of delivering video services to consumers from content acquisition and service creation to delivery through a range of access solutions , including HFC ( hybrid fibre-coaxial ) , xDSL , EttH , and FttH",1,Neutral,273,45,3,Restricted
"It is being developed by Symbian , the software licensing consortium led by Nokia",1,Neutral,81,14,1,Internal
"Samsung currently occupies third place and lost ground during the quarter , dropping by 1.8 % to an 11.1 % share overall",0,Negative,120,22,2,Confidential
"With this acquisition the wireless modem unit and its approximately 1,100 employees were transferred to Renesas Electronics Corporation",1,Neutral,135,18,3,Restricted
"Componenta has production lines for similar-sized products at Karkkila in Finland , at Weert in the Netherlands and at Orhangazi in Turkey , and these had a combined output of approximately 100,000 tonnes and net sales of EUR 135 million in 2007",1,Neutral,245,42,0,Public
"The unit 's clients are mainly in the field of specialist convenience goods , as well as in the textile , shoe and furniture businesses",1,Neutral,135,25,1,Internal
"Qualcomm estimated a first-quarter profit between 46 and 50 cents a share , excluding certain items , below the analyst estimate of 61 cents a share",0,Negative,148,26,2,Confidential
"In the reporting period , net sales rose by 8 % year-on-year to EUR64 .3 m , due to the business acquisitions realized during the first half of 2008-09 , the effect of which was EUR10 .9 m in the review period",2,Positive,209,42,3,Restricted
Ixonos will finance the acquisition through a 3.8 mln euro $ 5.2 mln loan,1,Neutral,73,14,3,Restricted
"The acquisition was financed with $ 2.56 billion of debt arranged by Goldman , Sachs & Co.",1,Neutral,90,17,3,Restricted
"Besides , as there is no depositor preference in Finland , senior debt and deposits rank on a par , which is also taken into consideration , the agency added",1,Neutral,157,30,0,Public
Dragonfly Love is another video shot from start to finish using the Nokia N8,1,Neutral,76,14,0,Public
The financial details of the acquisition were not disclosed,1,Neutral,59,9,3,Restricted
"Mr. Mikko Saavalainen , head of Comptel 's Global Sales concludes : `` Gibtelecom provides a perfect illustration of the variety of business , technical and regulatory challenges operators are facing in their OSS today",1,Neutral,218,35,3,Restricted
"The stock is trading above both its MAPs and the 50-day MAP of SEK72 .983 is higher than the 200-day MAP of SEK70 .283 , a bullish indicator",2,Positive,140,28,1,Internal
"RFID ( Radio Frequency Identification ) is a method of so-called intelligent transport , whereby information can be read and saved remotely",1,Neutral,139,22,0,Public
"Veidekke , headquartered in Oslo , Norway , is a Scandinavian construction and property development group with some 6,350 employees in Norway , Sweden and Denmark , with an annual turnover of NOK16 .4 bn",1,Neutral,203,35,0,Public
Vaisala 's net profit for the third quarter of 2007 dropped to 3.0 mln euro ( $ 4.3 mln ) from 6.8 mln euro ( $ 9.8 mln ) for the same period of 2006,0,Negative,149,35,2,Confidential
Revenue grew 12 percent to (  x20ac ) 3.6 billion ( US$ 4.5 billion ),2,Positive,69,15,1,Internal
Earnings per share EPS amounted to EUR0 .01,1,Neutral,43,8,0,Public
Ixonos will finance the acquisition through a 3.8 mln euro $ 5.2 mln loan,1,Neutral,73,14,3,Restricted
"8,600 m , and at the time of investment it is fully leased to several tenants",1,Neutral,77,16,1,Internal
"The scheme for TeliaSonera and Altimo is practically identical , except that it involves the merger of their stakes in VimpelCom and Kyivstar",1,Neutral,141,23,3,Restricted
"Veidekke , headquartered in Oslo , Norway , is a Scandinavian construction and property development group with some 6,350 employees in Norway , Sweden and Denmark , with an annual turnover of NOK16 .4 bn",1,Neutral,203,35,0,Public
Timo Penttila has been appointed new manager responsible for the asset management of Nordea 's institutional customers in Finland,1,Neutral,129,19,0,Public
Shares will be acquired in accordance with section 5 of the rules of NASDAQ OMX Helsinki and other rules applicable to the acquisition of own shares,1,Neutral,148,26,3,Restricted
"Cohen & Steers , Inc. : 5 534 626 shares representing 4.985 % of the share capital and voting rights",1,Neutral,100,20,0,Public
"The shares subscribed for under the stock options were registered in the Trade Register on 20 January 2011 , as of which date the new shares will establish shareholder rights",1,Neutral,174,30,0,Public
Kone 's net sales rose by some 14 % year-on-year in the first nine months of 2008,2,Positive,81,17,0,Public
"In sales volume , Coca-Cola 's market share has decreased by 2.2 % to 24.2 %",0,Negative,76,16,2,Confidential
"The fair value of the property portfolio doubled as a result of the Kapiteeli acquisition and totalled EUR 2,686.2 1,259.7 million",2,Positive,130,21,3,Restricted
First quarter underlying operating profit rose to 41 mln eur from 33 mln a year earlier,2,Positive,87,16,1,Internal
"Operating profit , excluding non-recurring items , totalled EUR 1.0 mn , down from EUR 1.6 mn",0,Negative,93,17,2,Confidential
Operating profit fell to EUR 20.3 mn from EUR 74.2 mn in the second quarter of 2008,0,Negative,83,17,2,Confidential
The company 's model is based on developer contracting construction projects and customer focused project management,1,Neutral,116,16,1,Internal
Less than ten people will face pension agreements,1,Neutral,49,8,0,Public
"These include software development for internet and mobile telephone content , communications , value-added software , financial services , security applications , systems integration and electronics , '' EBRD informed",1,Neutral,218,30,0,Public
"The OMX Helsinki index was down 0.34 pct at 8,256.02 on turnover of 813.191 mln eur",0,Negative,83,16,2,Confidential
"Operating margin , however , slipped to 14.4 % from 15.1 % , dragged down by a poor performance in enterprise solutions",0,Negative,119,22,2,Confidential
The company said that the results of the third quarter do not include non-recurring items,1,Neutral,89,15,1,Internal
"Net profit in the three months through March 31 fell to (  x20ac ) 103 million ( US$ 165 million ) from (  x20ac ) 131 million a year earlier , the Finnish company said",0,Negative,168,35,2,Confidential
"Revenue was slightly down , at  x20ac 495 million $ 634 million , compared to  x20ac 497 million a year earlier",0,Negative,111,21,2,Confidential
"According to PKC , the acquisition would bring a significant addition to PKC 's customer base",2,Positive,93,16,3,Restricted
The combined value of the orders is almost EUR 3mn,1,Neutral,50,10,1,Internal
Finnish silicon wafer technology company Okmetic Oyj OMX Helsinki : OKM1V said on Wednesday 17 September that it will invest EUR6m in its sensor wafer business during 2009,1,Neutral,171,28,1,Internal
"Finnish plumbing and heating systems supplier Uponor 's net sales in continuing business operations decreased to EUR 249.1 mn in July-September 2008 , compared to EUR 262.1 mn in the third quarter of 2007",0,Negative,204,34,2,Confidential
Union and company officials did not return calls yesterday,1,Neutral,58,9,1,Internal
"Marathon now has a 4.6 percent stake in PLX , it said , according to Bloomberg",1,Neutral,78,16,0,Public
No financial information was provided,1,Neutral,37,5,0,Public
Scanfil issued a profit warning on 10 April 2006,0,Negative,48,9,2,Confidential
"Both operating profit and net sales for the six-month period increased , respectively from EUR0 .4 m and EUR3 .2 m , as compared to the corresponding period in 2005",2,Positive,164,30,1,Internal
Combined net sales in 2006 were $ 27 million and EBITDA was $ 13.7 million,1,Neutral,74,15,1,Internal
The estimated value of the deal is USD 9.2 million,1,Neutral,50,10,0,Public
Image data produced by the browser at the phone server is converted into a bitmapped image that is sent to the handset for display .,1,Neutral,132,25,0,Public
"Mr. Mikko Saavalainen , head of Comptel 's Global Sales concludes : `` Gibtelecom provides a perfect illustration of the variety of business , technical and regulatory challenges operators are facing in their OSS today",1,Neutral,218,35,3,Restricted
The acquisition is expected to take place by the end of August 2007,1,Neutral,67,13,3,Restricted
The Board of Directors was authorized to decide on other terms of the share issue,1,Neutral,81,15,2,Confidential
"Sampo Bank 's market share of lending was 13.6 % , down from 14.4 % in the first quarter of 2008",0,Negative,96,21,2,Confidential
"Raute posted a net profit of 1.8 mln euro $ 2.6 mln for the third quarter of 2007 , compared to a net loss of 299,000 euro $ 430,000 for the corresponding period of 2006",2,Positive,169,35,1,Internal
"Salcomp 's charger manufacturing plant in India is located in the Nokia Telecom Park in the state of Tamil Nadu , in the eastern part of India",1,Neutral,142,27,1,Internal
"Publishing Sweden 's operating loss was EUR 1.1 mn in Q1 of 2009 , compared to a profit of EUR 0.6 mn a year ago",0,Negative,112,25,2,Confidential
"Production levels have been agreed with producers a long time ago , so a fall in consumption will lead to losses",0,Negative,112,21,2,Confidential
"The broker started UPM-Kymmene , Stora Enso and Sappi with ` equal-weight ' recommendations and Holmen and Norske Skog with ` underweight ' ratings",1,Neutral,147,24,0,Public
"Teleste 's hybrid TV solution includes components for the whole process of delivering video services to consumers from content acquisition and service creation to delivery through a range of access solutions , including HFC ( hybrid fibre-coaxial ) , xDSL , EttH , and FttH",1,Neutral,273,45,3,Restricted
"Both operating profit and net sales for the six-month period increased , respectively from EUR18 .1 m and EUR127 .6 m , as compared to the corresponding period in 2006",2,Positive,167,30,1,Internal
Grounds for the notification : Tiimari Plc 12/30/2010 issued Capital Convertible Loan allocation decision by the Board on 01/31/2011,1,Neutral,132,19,2,Confidential
Investments are not disclosed,1,Neutral,29,4,0,Public
"Net sales surged by 18.5 % to EUR167 .8 m. Teleste said that EUR20 .4 m , or 12.2 % , of the sales came from the acquisitions made in 2009",2,Positive,138,31,3,Restricted
Finnair believes the strike will cause it daily net losses in excess of EUR 2mn due to canceled reservations and passenger re-routing,0,Negative,133,22,2,Confidential
"Huhtamaki 's rigid plastic consumer goods operations , which are mainly in Europe , will be separated into a new reporting segment as of 1 January 2009",1,Neutral,151,27,1,Internal
Finnish Bore that is owned by the Rettig family has grown recently through the acquisition of smaller shipping companies,2,Positive,120,19,3,Restricted
"The fair value of the property portfolio doubled as a result of the Kapiteeli acquisition and totalled EUR 2,686.2 1,259.7 million",2,Positive,130,21,3,Restricted
"The Board established a Remuneration Committee with following members : - Sari Baldauf Chairman - Tapio Hintikka - Heikki Westerlund In addition , the Board decided to appoint a Nomination Committee at a later stage",1,Neutral,215,35,2,Confidential
"The most significant capital expenditure items were in the global enterprise resource planning ERP project , product development and production machines",1,Neutral,152,21,0,Public
"Seventy-three of those also have more extensive training in products built on the latest ArchestrA technologies , such as the Wonderware System Platform",1,Neutral,152,23,0,Public
Finnish meat company Atria can no longer promise a sufficient amount of domestic beef to its customers,0,Negative,102,17,2,Confidential
Finnish technology company Raute Corporation ( OMX Helsinki : RUTAV ) issued on Tuesday ( 23 September ) a profit warning for the financial year 2008,0,Negative,149,26,2,Confidential
- Counter your competitor 's strengths and target their weaknesses,1,Neutral,66,10,1,Internal
Feed companies Suomen Rehu and Raisio do no import GMO feed,1,Neutral,59,11,0,Public
The Insolvency Act regulates the amount of debt that borrowers are permitted to write off,1,Neutral,89,15,0,Public
"There will be return flights from Stuttgart every morning , as well as evening departures on Thursdays , Fridays and Sundays",1,Neutral,124,21,0,Public
"However , the proportion of the paid standing orders grew in 2009",2,Positive,65,12,1,Internal
"Operating profits in the half were  0.8 m , down from  0.9 m as Glisten invested in the brand and the management team",0,Negative,117,23,2,Confidential
All YIT Capital Markets Day materials will be available on the company 's Internet site at www.yitgroup.com/investors at 10:30 on September 26,1,Neutral,142,22,1,Internal
Raute said it has won an order worth around 15 mln eur to supply several plywood production lines to mills operated by Russian wood products company Sveza Group,2,Positive,160,28,1,Internal
Basware finances the acquisition with a bank loan,1,Neutral,49,8,3,Restricted
"Mr Ashley , deputy executive chairman of Sports Direct , sold a 43pc stake in the company for more than pounds 900m at the time of the float",1,Neutral,140,28,2,Confidential
"Finnish electronics manufacturing services EMS company Elcoteq SE posted a net loss of 66.4 mln euro $ 91.2 mln for the first half of 2007 , compared to a net profit of 7.1 mln euro $ 9.8 mln for the same period of 2006",0,Negative,219,44,2,Confidential
The acquisition will considerably increase Kemira 's sales and market position in the Russian metal industry coatings market,2,Positive,124,18,3,Restricted
"Helsinki 19 May 2010 - Finnish company Lemminkainen Oyj ( HEL : LEM1S ) said today that it will construct an office building at Toolonlahti in downtown Helsinki , without disclosing financial details",1,Neutral,199,33,1,Internal
"BasWare 's CEO Ilkka Sihvo comments in conjunction with the Interim Report : `` As a whole , BasWare succeeded well in the second quarter of 2007",2,Positive,145,27,0,Public
"Following the demerger , the vice president of the group 's pharmaceutical trade in Finland , Jukka Niemi , will be appointed managing director of Oriola in addition to his current responsibilities",1,Neutral,197,32,3,Restricted
The company did not disclose the price of the acquisition,1,Neutral,57,10,3,Restricted
"The value of the order is EUR 700,000",1,Neutral,37,8,0,Public
"Operating profit surged to EUR21m from EUR106 ,000",2,Positive,50,8,1,Internal
They both will report to Oriola-KD 's chief executive officer Eero Hautaniemi,1,Neutral,77,12,2,Confidential
"The orders are for 26 machine-room-less KONE MonoSpace elevators , which would be installed during 2006",1,Neutral,103,16,1,Internal
Finnish Bank of +àland reports its operating profit fell to EUR 4.9 mn in the third quarter of 2007 from EUR 5.6 mn in the third quarter of 2006,0,Negative,144,29,2,Confidential
EUR 220 million of the transaction consideration was paid in the form of four-year interest-bearing vendor notes,1,Neutral,112,17,0,Public
The company did not disclose the price of the acquisition,1,Neutral,57,10,3,Restricted
"In Finland , the city of Forssa has said it will not pay compensation to food industry companies HK Ruokatalo and Atria for the lye leak into tap water that occurred in March 2008",0,Negative,179,34,2,Confidential
"The acquisition does not have to be from the frozen foods or fish sector , as long as it has synergies with L+ñnnen Tehtaat 's other businesses",1,Neutral,143,27,3,Restricted
Ixonos will finance the acquisition through a 3.8 mln euro $ 5.2 mln loan,1,Neutral,73,14,3,Restricted
"Operating loss before non-recurring items was EUR 0.9 mn , compared to a profit of EUR 11.5 mn in 2008",0,Negative,102,20,2,Confidential
"The broker started UPM-Kymmene , Stora Enso and Sappi with ` equal-weight ' recommendations and Holmen and Norske Skog with ` underweight ' ratings",1,Neutral,147,24,0,Public
Basware finances the acquisition with a bank loan,1,Neutral,49,8,3,Restricted
"At the moment , there are approximately 20 Vianor sales offices in Russia",1,Neutral,73,13,0,Public
"The OMX Helsinki index was down 0.34 pct at 8,256.02 on turnover of 813.191 mln eur",0,Negative,83,16,2,Confidential
"The broad-based WIG index ended Thursday 's session 0.1 pct up at 65,003.34 pts , while the blue-chip WIG20 was 1.13 down at 3,687.15 pts",1,Neutral,137,25,0,Public
Finnish construction group Lemmink+ñinen has been awarded two road building contracts by the Lithuanian transport administration,2,Positive,128,16,0,Public
"Profit for the period was EUR 5.9 mn , up from EUR 1.3 mn",2,Positive,57,14,1,Internal
"Nokia Siemens Networks provides mobile and fixed network infrastructure , communications and networks service platforms , as well as professional services , to operators and service providers",1,Neutral,191,27,0,Public
The value of the contract is EUR 25mn,1,Neutral,37,8,0,Public
- UPM-Kymmene upgraded to ` in-line ' from ` underperform ' by Goldman Sachs,2,Positive,76,14,0,Public
"The company operates its business through two reportable segments , including Banking and Investment Services , and Non-Life Insurance",1,Neutral,134,19,1,Internal
Boomerang Boats had net sales of EUR 4.1 mn and it made an operating profit of EUR 0.4 mn in 2006,1,Neutral,97,21,1,Internal
"Finnish textiles and clothing group Marimekko Oyj posted a net profit of 7.99 mln euro $ 10.4 mln for 2006 , compared to 8.4 mln euro $ 10.9 mln for 2005",0,Negative,153,31,2,Confidential
"Simultaneously , his responsibility area is extended from legal affairs to cover also mergers and acquisitions",1,Neutral,110,16,3,Restricted
"( ADP News ) - Feb 4 , 2009 - Finnish broadband data communication systems and solutions company Teleste Oyj ( HEL : TLT1V ) said today its net profit decreased to EUR 5.5 million ( USD 7.2 m ) for 2008 from EUR 9.4 million for",0,Negative,227,47,2,Confidential
"The sale , which will result in a gain of some EUR 60 million in the second quarter of 2010 for Oriola-KD , supports the Finnish company 's strategy to focus on pharmaceutical wholesale and retail operations",2,Positive,207,37,1,Internal
Finnish media group Talentum has issued a profit warning,0,Negative,56,9,2,Confidential
The fixed acquisition price amounts to NOK 70 ( approximately EUR 8.7 ) million and additional price NOK 15 ( EUR 1.8 ) million at maximum,1,Neutral,138,26,3,Restricted
Major Order in India Comptel Corporation has received a significant long-term order for mediation and provisioning solutions being used by a leading operator in India,2,Positive,166,25,1,Internal
Exel is headquartered in Mantyharju in Finland,1,Neutral,46,7,1,Internal
"In April-June 2008 , Scanfil 's net sales totalled EUR 58.7 mn and operating profit EUR 6.6 mn",1,Neutral,94,18,1,Internal
Vaisala 's net profit for the third quarter of 2007 dropped to 3.0 mln euro ( $ 4.3 mln ) from 6.8 mln euro ( $ 9.8 mln ) for the same period of 2006,0,Negative,149,35,2,Confidential
"The fair value of the property portfolio doubled as a result of the Kapiteeli acquisition and totalled EUR 2,686.2 1,259.7 million",2,Positive,130,21,3,Restricted
"EQ Bank forecasts Olvi 's net sales at EUR 67mn in the second quarter of 2009 , and operating profit at EUR 6.4 mn",1,Neutral,114,24,2,Confidential
"The operating loss amounted to EUR 0.8 mn , compared to a profit of EUR 3.9 mn a year earlier",0,Negative,93,20,2,Confidential
"( ADP News ) - Jan 22 , 2009 - Finnish mobile phones maker Nokia Oyj ( OMX : NOK1V ) said today its operating profit decreased to EUR 5 billion ( USD 6.5 bn ) for 2008 from EUR 8 billion for 2007",0,Negative,195,44,2,Confidential
The invention carries International Patent Publication No.,1,Neutral,58,7,0,Public
Finnish technology company Raute Corporation ( OMX Helsinki : RUTAV ) issued on Tuesday ( 23 September ) a profit warning for the financial year 2008,0,Negative,149,26,2,Confidential
"Neste Oil will publish its third quarter 2008 results on Friday , 24 October 2008 at approximately 9 am ( EET )",1,Neutral,111,22,0,Public
"Ethanol would be made from barley , and production could start in 2008",1,Neutral,70,13,0,Public
Basware finances the acquisition with a bank loan,1,Neutral,49,8,3,Restricted
"a January 11 , 2010 EPHC board of directors has approved an increase in the quarterly dividend from $ 0.03 to $ 0.05 per share",2,Positive,126,25,2,Confidential
"`` BasWare 's product sales grew strongly in the financial period , by 24 percent",2,Positive,81,15,0,Public
"The result will also be burdened by increased fixed costs associated with operations in China , and restructuring costs in Japan",0,Negative,128,21,3,Restricted
"EBITDA for the year 2009 improved to EUR484m , as compared with EUR472m in 2008",2,Positive,79,15,1,Internal
"Finnish financial software solutions developer BasWare Oyj said its net profit fell to 884,000 euro ( $ 1.2 mln ) for the first quarter of 2007 from 2.0 mln euro ( $ 2.7 mln ) a year earlier",0,Negative,190,38,2,Confidential
"Following the demerger , the vice president of the group 's pharmaceutical trade in Finland , Jukka Niemi , will be appointed managing director of Oriola in addition to his current responsibilities",1,Neutral,197,32,3,Restricted
A meeting of Glisten shareholders to vote on the bid will be held on 12 March,1,Neutral,77,16,1,Internal
Finnish Raute Precision that supplies weighing and dosing systems and plants is changing its name to Lahti Precision,1,Neutral,116,18,0,Public
"These new units will be built at Cargotec 's state of the art manufacturing facility in San Antonio , Texas , USA , which started operations in 2009",1,Neutral,148,28,0,Public
Operating profit rose to EUR 3.2 mn from EUR 1.0 mn in the corresponding period in 2008,2,Positive,87,17,1,Internal
( The acquisition sum has not been disclosed .,1,Neutral,46,9,3,Restricted
"JP Morgan expects that Scala will lower Nobel Biocare 's growth forecast for 2007 from the current guidance of 23-25 pct , as well as the operating margin target from the current 34-35 pct",0,Negative,188,34,3,Restricted
Finnish publishing and printing group Ilkka-Yhtym+ñ will introduced a staff smoking ban as of the beginning of 2007 at the company 's three newspapers,1,Neutral,150,24,1,Internal
"In the reporting period , net sales rose by 8 % year-on-year to EUR64 .3 m , due to the business acquisitions realized during the first half of 2008-09 , the effect of which was EUR10 .9 m in the review period",2,Positive,209,42,3,Restricted
"Presentation materials will be posted on the company 's website : www.seahawkdrilling.com in the `` Investor Relations '' section , on the `` Webcast & Presentations '' tab",1,Neutral,172,28,1,Internal
"Barclays Plc ( LSE : BARC ) ( NYSE : BCS ) , Credit Agricole SA ( EPA : ACA ) ( CAGR",1,Neutral,84,23,0,Public
"Once your plants are in the ground they will continue to grow , but the success of any garden lies in how well it 's maintained",1,Neutral,127,26,0,Public
The firm builds components for mobile phones and other communications products,1,Neutral,78,11,1,Internal
The contract value amounts to EUR 2.4 million,1,Neutral,45,8,1,Internal
1 February 2011 - Finnish textile and clothing company Marimekko Oyj HEL : MMO1V said today its preliminary operating profit grew to EUR8 .2 m in 2010 from EUR6 .3 m in 2009,2,Positive,173,33,1,Internal
"Mr. Mikko Saavalainen , head of Comptel 's Global Sales concludes : `` Gibtelecom provides a perfect illustration of the variety of business , technical and regulatory challenges operators are facing in their OSS today",1,Neutral,218,35,3,Restricted
"Following the registration , the share capital of Biotie is EUR 52,556,678.10",1,Neutral,77,12,0,Public
"The Whitehall Street Real Estate Funds invest in real estate and real estate related assets , principally through the acquisition of real estate companies , real property and mortgage loans",1,Neutral,189,30,3,Restricted
"May 29 , 2010 ( CompaniesandMarkets.com delivered by Newstex ) -- This report provides key data and information on the meat , fish and poultry market in Finland",1,Neutral,160,28,0,Public
Alfa group will have 43.9 % of voting stock in the new company and Telenor 35.4 % with a free float of 20.7 %,1,Neutral,109,24,1,Internal
"As with other stakeholders , COMPTEL has been involved in the workshops , meetings and filed comments on the issues of greatest importance to the competitive sector of our industry",1,Neutral,180,30,2,Confidential
Le Lay succeeds Walter G++nter and will be based in Finland,1,Neutral,59,11,1,Internal
"The start of the negotiations , relating to Glaston 's efficiency program , was announced in October",1,Neutral,100,17,0,Public
"In the first nine months of 2010 , the company 's net loss narrowed to EUR 415,000 from EUR 7.4 million for the corresponding period of 2009",2,Positive,140,27,1,Internal
The divested activities had net sales of EUR 145.1 million in 2009 and an operating profit of EUR 8.9 million,1,Neutral,109,20,1,Internal
Electronic versions require 24-48 hours as each copy is customized to the client with digital controls and custom watermarks,1,Neutral,124,19,0,Public
Timo Penttila has been appointed new manager responsible for the asset management of Nordea 's institutional customers in Finland,1,Neutral,129,19,0,Public
Related links : Flexiblebaseloadoperation TheWartsila32generating set Gasconversions This is the shorter of two versions of this press release,1,Neutral,142,18,0,Public
"Profit before taxes decreased by 9 % to EUR 187.8 mn in the first nine months of 2008 , compared to EUR 207.1 mn a year earlier",0,Negative,127,27,2,Confidential
The per-share subscription price of the shares subscribed with the option rights was EUR 1.35,1,Neutral,93,15,0,Public
The acquisition price was not disclosed,1,Neutral,39,6,3,Restricted
"In Penttil+ñ 's vision , the most important reason for the transaction is Russia",1,Neutral,80,14,0,Public
Pretax loss totaled EUR 117mn compared to a loss of EUR 65mn in the corresponding period,0,Negative,88,16,2,Confidential
The closing of such transaction took place today,1,Neutral,48,8,0,Public
Shares will be acquired in accordance with section 5 of the rules of NASDAQ OMX Helsinki and other rules applicable to the acquisition of own shares,1,Neutral,148,26,3,Restricted
The total amount of subscription prices was recorded in the fund for invested non-restricted equity,1,Neutral,99,15,3,Restricted
( The acquisition sum has not been disclosed .,1,Neutral,46,9,3,Restricted
"A data processing unit collects the data , calculates RVR values and provides the data to users via various interfaces",1,Neutral,118,20,0,Public
"Finnish electronics contract manufacturer Scanfil reports net sales of EUR 58.9 mn in the second quarter of 2007 , down from EUR 62.4 mn a year earlier",0,Negative,151,27,2,Confidential
Shares will be acquired in accordance with section 5 of the rules of NASDAQ OMX Helsinki and other rules applicable to the acquisition of own shares,1,Neutral,148,26,3,Restricted
No planned closing date was provided,1,Neutral,36,6,0,Public
"A total of 15,000 new Citycon shares with a nominal value of EUR 1.35 per share were subscribed between 17 and 23 March 2006 exercising the A-B-C options based on the company 's stock option plan 1999",1,Neutral,200,37,1,Internal
"Finnish lifting equipment maker Konecranes Oyj said on July 30 , 2008 that its net profit rose to 71.2 mln euro ( $ 111.1 mln ) for the first half of 2008 from 57.1 mln euro ( $ 89.1 mln ) for the same period of 2007",2,Positive,216,47,1,Internal
"The company operates worldwide and employs in total approximately 47,000 persons",1,Neutral,80,11,1,Internal
The non-recurring costs caused to Talentum 's Premedia business area by the restructuring will amount to 2.0 mln euro $ 2.7 mln and will be included in the company 's financial results for the second quarter of 2007,1,Neutral,215,38,2,Confidential
"After the split , the number of K shares will be 9 540 000 and the number of A shares 26 885 540",1,Neutral,96,23,0,Public
The share subscription period will expire on 30 September 2007,1,Neutral,62,10,1,Internal
"The contract incorporates a Convergent Charging rating solution for voice and data , which includes Internet , GPRS , SMS , MMS and WAP",1,Neutral,135,24,0,Public
"Janis Arbidans , CEO of YIT Celtnieciba , said the company was focusing on housing and real estate development market",1,Neutral,117,20,1,Internal
The acquisition will have an immediate positive impact on Aspocomp 's financial result,2,Positive,86,13,3,Restricted
Panostaja Oyj 's Board also decided at its organisational meeting held upon completion of the AGM to implement the AGM decision concerning Board member fees paid as shares in such a way that shares are transferred on a quarterly basis on the date following publication of the quarterly-annual report,1,Neutral,299,49,2,Confidential
