text,true_label,true_label_name,gpt_pred,gpt_conf,gpt_reasoning,gpt_pred_name,correct
"Shares of Standard Chartered ( STAN ) rose 1.2 % in the FTSE 100 , while Royal Bank of Scotland ( RBS ) shares rose 2 % and Barclays shares ( BARC ) ( BCS ) were up 1.7 %",0,Public,1,0.9,GPT-4.1-mini-FT classified as 'Internal' based on fine-tuned understanding of financial sensitivity patterns.,Internal,False
The acquisition is expected to take place by the end of August 2007,3,Restricted,3,0.9,GPT-4.1-mini-FT classified as 'Restricted' based on fine-tuned understanding of financial sensitivity patterns.,Restricted,True
"( ADP News ) - Feb 11 , 2009 - Finnish wood products technology supplier Raute Oyj ( HEL : RUTAV ) said today its net profit decreased to EUR 4.7 million ( USD 6.1 m ) for 2008 from EUR 6.6 million for 2007",2,Confidential,2,0.9,GPT-4.1-mini-FT classified as 'Confidential' based on fine-tuned understanding of financial sensitivity patterns.,Confidential,True
The company slipped to an operating loss of EUR 2.6 million from a profit of EUR 1.3 million,2,Confidential,2,0.9,GPT-4.1-mini-FT classified as 'Confidential' based on fine-tuned understanding of financial sensitivity patterns.,Confidential,True
"FinancialWire tm is not a press release service , and receives no compensation for its news , opinions or distributions",0,Public,0,0.9,GPT-4.1-mini-FT classified as 'Public' based on fine-tuned understanding of financial sensitivity patterns.,Public,True
"The currency effect had a 3.0 pct , or 20 mln euro ( $ 31.3 mln ) , negative impact on the revenue",2,Confidential,2,0.9,GPT-4.1-mini-FT classified as 'Confidential' based on fine-tuned understanding of financial sensitivity patterns.,Confidential,True
Basware finances the acquisition with a bank loan,3,Restricted,3,0.9,GPT-4.1-mini-FT classified as 'Restricted' based on fine-tuned understanding of financial sensitivity patterns.,Restricted,True
"The result will also be burdened by increased fixed costs associated with operations in China , and restructuring costs in Japan",3,Restricted,3,0.9,GPT-4.1-mini-FT classified as 'Restricted' based on fine-tuned understanding of financial sensitivity patterns.,Restricted,True
4 ) Complete name of the shareholder : Otto Henrik Bernhard Nyberg 5 ) Further information : The amount of shares now transferred corresponds to 5.68 % of the total number of shares in Aspo Plc.,1,Internal,0,0.9,GPT-4.1-mini-FT classified as 'Public' based on fine-tuned understanding of financial sensitivity patterns.,Public,False
"The cosmetics collection includes an eye shadow , face powder , lip gloss , mascara and accessories",1,Internal,0,0.9,GPT-4.1-mini-FT classified as 'Public' based on fine-tuned understanding of financial sensitivity patterns.,Public,False
"Operating profit totalled EUR 30.2 mn , down from EUR 43.8 mn a year earlier",2,Confidential,2,0.9,GPT-4.1-mini-FT classified as 'Confidential' based on fine-tuned understanding of financial sensitivity patterns.,Confidential,True
"In addition , the company is considering the start of production in Russia",1,Internal,1,0.9,GPT-4.1-mini-FT classified as 'Internal' based on fine-tuned understanding of financial sensitivity patterns.,Internal,True
"ISMS does not disclose its financial results , the daily said",1,Internal,0,0.9,GPT-4.1-mini-FT classified as 'Public' based on fine-tuned understanding of financial sensitivity patterns.,Public,False
"Aldata Solution Oyj Bertrand Sciard President and CEO Further information : Aldata Solution Oyj , Bertrand Sciard , President and CEO , tel. +33 1 46 48 28 00 Aldata 100 % Retail-Wholesale At Aldata 100 % of our business is dedicated to retail and wholesale business improvement",1,Internal,0,0.9,GPT-4.1-mini-FT classified as 'Public' based on fine-tuned understanding of financial sensitivity patterns.,Public,False
"In January-September 2007 , the group 's net sales from continuing operations rose to EUR 213.1 mn from EUR 172.6 mn in the corresponding period in 2006",1,Internal,0,0.9,GPT-4.1-mini-FT classified as 'Public' based on fine-tuned understanding of financial sensitivity patterns.,Public,False
A merger between UPM and Finnish-Swedish Stora Enso is not likely either,3,Restricted,3,0.9,GPT-4.1-mini-FT classified as 'Restricted' based on fine-tuned understanding of financial sensitivity patterns.,Restricted,True
The fixed acquisition price amounts to NOK 70 ( approximately EUR 8.7 ) million and additional price NOK 15 ( EUR 1.8 ) million at maximum,3,Restricted,3,0.9,GPT-4.1-mini-FT classified as 'Restricted' based on fine-tuned understanding of financial sensitivity patterns.,Restricted,True
"According to PKC , the acquisition would bring a significant addition to PKC 's customer base",3,Restricted,3,0.9,GPT-4.1-mini-FT classified as 'Restricted' based on fine-tuned understanding of financial sensitivity patterns.,Restricted,True
The acquisition will considerably increase Kemira 's sales and market position in the Russian metal industry coatings market,3,Restricted,3,0.9,GPT-4.1-mini-FT classified as 'Restricted' based on fine-tuned understanding of financial sensitivity patterns.,Restricted,True
"The operating loss amounted to EUR 0.8 mn , compared to a profit of EUR 3.9 mn a year earlier",2,Confidential,2,0.9,GPT-4.1-mini-FT classified as 'Confidential' based on fine-tuned understanding of financial sensitivity patterns.,Confidential,True
The combined capital of these funds is expected to be EUR 100mn-150mn,0,Public,0,0.9,GPT-4.1-mini-FT classified as 'Public' based on fine-tuned understanding of financial sensitivity patterns.,Public,True
( The acquisition sum has not been disclosed .,3,Restricted,3,0.9,GPT-4.1-mini-FT classified as 'Restricted' based on fine-tuned understanding of financial sensitivity patterns.,Restricted,True
( The acquisition sum has not been disclosed .,3,Restricted,3,0.9,GPT-4.1-mini-FT classified as 'Restricted' based on fine-tuned understanding of financial sensitivity patterns.,Restricted,True
"Nokia Siemens Networks provides mobile and fixed network infrastructure , communications and networks service platforms , as well as professional services , to operators and service providers",0,Public,0,0.9,GPT-4.1-mini-FT classified as 'Public' based on fine-tuned understanding of financial sensitivity patterns.,Public,True
"The company , which makes garden tools , scissors and other consumer goods , said earnings were boosted by 6.9 mln eur of income it received from its 16.7 pct shareholding in Finnish engineering group Wartsila",1,Internal,1,0.9,GPT-4.1-mini-FT classified as 'Internal' based on fine-tuned understanding of financial sensitivity patterns.,Internal,True
"Comparable operating profit totaled EUR 4.7 mn , down from EUR 5.1 mn in the corresponding period in 2005 , representing 7.4 % of net sales",2,Confidential,2,0.9,GPT-4.1-mini-FT classified as 'Confidential' based on fine-tuned understanding of financial sensitivity patterns.,Confidential,True
` By separating side businesses we will be able to faster expand and develop Tapro retail network,0,Public,0,0.9,GPT-4.1-mini-FT classified as 'Public' based on fine-tuned understanding of financial sensitivity patterns.,Public,True
The company is presently examining whether the project would be financially feasible,1,Internal,1,0.9,GPT-4.1-mini-FT classified as 'Internal' based on fine-tuned understanding of financial sensitivity patterns.,Internal,True
"( ADPnews ) - Feb 3 , 2010 - Finland-based steel maker Rautaruukki Oyj ( HEL : RTRKS ) , or Ruukki , said today it slipped to a larger-than-expected pretax loss of EUR 46 million ( USD 64.5 m ) in the fourth quarter of 2009 from",2,Confidential,2,0.9,GPT-4.1-mini-FT classified as 'Confidential' based on fine-tuned understanding of financial sensitivity patterns.,Confidential,True
The fixed acquisition price amounts to NOK 70 ( approximately EUR 8.7 ) million and additional price NOK 15 ( EUR 1.8 ) million at maximum,3,Restricted,3,0.9,GPT-4.1-mini-FT classified as 'Restricted' based on fine-tuned understanding of financial sensitivity patterns.,Restricted,True
A merger between UPM and Finnish-Swedish Stora Enso is not likely either,3,Restricted,3,0.9,GPT-4.1-mini-FT classified as 'Restricted' based on fine-tuned understanding of financial sensitivity patterns.,Restricted,True
The non-recurring costs caused to Talentum 's Premedia business area by the restructuring will amount to 2.0 mln euro $ 2.7 mln and will be included in the company 's financial results for the second quarter of 2007,2,Confidential,2,0.9,GPT-4.1-mini-FT classified as 'Confidential' based on fine-tuned understanding of financial sensitivity patterns.,Confidential,True
"EBIT totalled EUR 14.4 mn , compared to a loss of EUR 0.3 mn in the corresponding period in 2009",1,Internal,1,0.9,GPT-4.1-mini-FT classified as 'Internal' based on fine-tuned understanding of financial sensitivity patterns.,Internal,True
"In 2007 , Etteplan had turnover of EUR125 .2",0,Public,0,0.9,GPT-4.1-mini-FT classified as 'Public' based on fine-tuned understanding of financial sensitivity patterns.,Public,True
The sales price was not disclosed,0,Public,0,0.9,GPT-4.1-mini-FT classified as 'Public' based on fine-tuned understanding of financial sensitivity patterns.,Public,True
"Pre-tax loss totaled EUR 0.3 mn , compared to a loss of EUR 2.2 mn in the first quarter of 2005",1,Internal,1,0.9,GPT-4.1-mini-FT classified as 'Internal' based on fine-tuned understanding of financial sensitivity patterns.,Internal,True
The reductions will be concluded by autumn 2010,1,Internal,1,0.9,GPT-4.1-mini-FT classified as 'Internal' based on fine-tuned understanding of financial sensitivity patterns.,Internal,True
It has some 30 offices worldwide and more than 90 pct of its net sales are generated outside Finland,0,Public,0,0.9,GPT-4.1-mini-FT classified as 'Public' based on fine-tuned understanding of financial sensitivity patterns.,Public,True
Pharmaceutical market in Italy Global Research & Data Services published recently a market analysis about the pharmaceutical markets in Italy,1,Internal,1,0.9,GPT-4.1-mini-FT classified as 'Internal' based on fine-tuned understanding of financial sensitivity patterns.,Internal,True
"Rautalinko was resposnible also for Mobility Services , and his job in this division will be continued by Marek Hintze",0,Public,0,0.9,GPT-4.1-mini-FT classified as 'Public' based on fine-tuned understanding of financial sensitivity patterns.,Public,True
"With this acquisition the wireless modem unit and its approximately 1,100 employees were transferred to Renesas Electronics Corporation",3,Restricted,3,0.9,GPT-4.1-mini-FT classified as 'Restricted' based on fine-tuned understanding of financial sensitivity patterns.,Restricted,True
"In the building and home improvement trade , sales decreased by 6.3 % , totalling EUR 154.1 mn",2,Confidential,2,0.9,GPT-4.1-mini-FT classified as 'Confidential' based on fine-tuned understanding of financial sensitivity patterns.,Confidential,True
"Simultaneously , his responsibility area is extended from legal affairs to cover also mergers and acquisitions",3,Restricted,3,0.9,GPT-4.1-mini-FT classified as 'Restricted' based on fine-tuned understanding of financial sensitivity patterns.,Restricted,True
Consolidated operating profit from continuing operations decreased by 62.3 % to EUR 51.2 mn from EUR 135.7 mn in 2007,2,Confidential,2,0.9,GPT-4.1-mini-FT classified as 'Confidential' based on fine-tuned understanding of financial sensitivity patterns.,Confidential,True
Construction is expected to be completed in the summer of 2011,0,Public,1,0.9,GPT-4.1-mini-FT classified as 'Internal' based on fine-tuned understanding of financial sensitivity patterns.,Internal,False
The new organization consists of two business units : Charging & Messaging and Finance & Administration,0,Public,0,0.9,GPT-4.1-mini-FT classified as 'Public' based on fine-tuned understanding of financial sensitivity patterns.,Public,True
"Our customers come from the following countries : UK , USA , Spain , France , Italy , Germany , China , Hong Kong , Sweden , Norway , Netherlands , Austria , Belgium , Switzerland , Czech Republic , Finland , Canada , Russia , Ukraine , Denmark , Ireland , South Korea and Liechtenstein",0,Public,0,0.9,GPT-4.1-mini-FT classified as 'Public' based on fine-tuned understanding of financial sensitivity patterns.,Public,True
"Publishing Sweden 's operating loss was EUR 1.1 mn in Q1 of 2009 , compared to a profit of EUR 0.6 mn a year ago",2,Confidential,2,0.9,GPT-4.1-mini-FT classified as 'Confidential' based on fine-tuned understanding of financial sensitivity patterns.,Confidential,True
Operating profit improved by 39.9 % to EUR 18.0 mn from EUR12 .8 mn,1,Internal,1,0.9,GPT-4.1-mini-FT classified as 'Internal' based on fine-tuned understanding of financial sensitivity patterns.,Internal,True
Terms of the acquisition were not disclosed,3,Restricted,3,0.9,GPT-4.1-mini-FT classified as 'Restricted' based on fine-tuned understanding of financial sensitivity patterns.,Restricted,True
"Following the demerger , the vice president of the group 's pharmaceutical trade in Finland , Jukka Niemi , will be appointed managing director of Oriola in addition to his current responsibilities",3,Restricted,3,0.9,GPT-4.1-mini-FT classified as 'Restricted' based on fine-tuned understanding of financial sensitivity patterns.,Restricted,True
Finnish waste management and cleaning group Lassila & Tikanoja Oyj ( L&T ) net profit went down to 32.2 mln euro ( $ 47.7 mln ) for 2007 from 35.3 mln euro ( $ 52.3 mln ) for 2006,2,Confidential,2,0.9,GPT-4.1-mini-FT classified as 'Confidential' based on fine-tuned understanding of financial sensitivity patterns.,Confidential,True
23 April 2010 - Finnish construction and engineering company Outotec Oyj HEL : OTE1V said today it slipped to a net loss of EUR7 .3 m in the first quarter of 2010 from a net profit of EUR12 .5 m in the corresponding period last year,2,Confidential,2,0.9,GPT-4.1-mini-FT classified as 'Confidential' based on fine-tuned understanding of financial sensitivity patterns.,Confidential,True
"The steelmaker said that the drop in profit was explained by the continuing economic uncertainty , mixed with the current drought in bank lending , resulting in a decline in demand for its products as customers find it increasingly difficult to fund operations",2,Confidential,2,0.9,GPT-4.1-mini-FT classified as 'Confidential' based on fine-tuned understanding of financial sensitivity patterns.,Confidential,True
( The acquisition sum has not been disclosed .,3,Restricted,3,0.9,GPT-4.1-mini-FT classified as 'Restricted' based on fine-tuned understanding of financial sensitivity patterns.,Restricted,True
"The Whitehall Street Real Estate Funds invest in real estate and real estate related assets , principally through the acquisition of real estate companies , real property and mortgage loans",3,Restricted,3,0.9,GPT-4.1-mini-FT classified as 'Restricted' based on fine-tuned understanding of financial sensitivity patterns.,Restricted,True
"Sales in Finland decreased by 2.0 % , and international sales decreased by 9.3 % in terms of euros , and by 15.1 % in terms of local currencies",2,Confidential,2,0.9,GPT-4.1-mini-FT classified as 'Confidential' based on fine-tuned understanding of financial sensitivity patterns.,Confidential,True
The acquisition will have an immediate positive impact on Aspocomp 's financial result,3,Restricted,3,0.9,GPT-4.1-mini-FT classified as 'Restricted' based on fine-tuned understanding of financial sensitivity patterns.,Restricted,True
A merger between UPM and Finnish-Swedish Stora Enso is not likely either,3,Restricted,3,0.9,GPT-4.1-mini-FT classified as 'Restricted' based on fine-tuned understanding of financial sensitivity patterns.,Restricted,True
"Operating loss totaled EUR 0.8 mn , compared to a profit of EUR 0.5 mn",2,Confidential,2,0.9,GPT-4.1-mini-FT classified as 'Confidential' based on fine-tuned understanding of financial sensitivity patterns.,Confidential,True
"Product coverage : baked goods ; biscuits ; breakfast cereals Data coverage : market sizes historic and forecasts , company shares , brand shares and distribution data",2,Confidential,2,0.9,GPT-4.1-mini-FT classified as 'Confidential' based on fine-tuned understanding of financial sensitivity patterns.,Confidential,True
No financial details were revealed,0,Public,0,0.9,GPT-4.1-mini-FT classified as 'Public' based on fine-tuned understanding of financial sensitivity patterns.,Public,True
Elcoteq expects its net sales for the last quarter of 2010 to be on the level of the third quarter,0,Public,0,0.9,GPT-4.1-mini-FT classified as 'Public' based on fine-tuned understanding of financial sensitivity patterns.,Public,True
Operating profit for 2009 lower than outlook published earlier,2,Confidential,2,0.9,GPT-4.1-mini-FT classified as 'Confidential' based on fine-tuned understanding of financial sensitivity patterns.,Confidential,True
"Prior to the transaction , whose financial terms have not been disclosed , Alma Media owned 40 % of Kotikokki net",0,Public,0,0.9,GPT-4.1-mini-FT classified as 'Public' based on fine-tuned understanding of financial sensitivity patterns.,Public,True
"These include software development for internet and mobile telephone content , communications , value-added software , financial services , security applications , systems integration and electronics , '' EBRD informed",0,Public,0,0.9,GPT-4.1-mini-FT classified as 'Public' based on fine-tuned understanding of financial sensitivity patterns.,Public,True
It 's not,0,Public,0,0.9,GPT-4.1-mini-FT classified as 'Public' based on fine-tuned understanding of financial sensitivity patterns.,Public,True
Finnish Bore that is owned by the Rettig family has grown recently through the acquisition of smaller shipping companies,3,Restricted,3,0.9,GPT-4.1-mini-FT classified as 'Restricted' based on fine-tuned understanding of financial sensitivity patterns.,Restricted,True
"Finnish power supply solutions and systems provider Efore Oyj said its net loss widened to 3.2 mln euro $ 4.2 mln for the first quarter of fiscal 2006-2007 ending October 31 , 2007 from 900,000 euro $ 1.2 mln for the same period of fiscal 2005-06",2,Confidential,2,0.9,GPT-4.1-mini-FT classified as 'Confidential' based on fine-tuned understanding of financial sensitivity patterns.,Confidential,True
"The reorganisation will be carried out by transferring HKScan Corporation 's production-related property , plant and equipment in Finland as well as its holdings in subsidiaries and associates to HKScan Finland Oy , a holding company wholly owned by HKScan Corporation",1,Internal,1,0.9,GPT-4.1-mini-FT classified as 'Internal' based on fine-tuned understanding of financial sensitivity patterns.,Internal,True
"Sales came in at 241 mln eur , compared with 211.4 mln , and also beating consensus forecasts of 235 mln eur",2,Confidential,2,0.9,GPT-4.1-mini-FT classified as 'Confidential' based on fine-tuned understanding of financial sensitivity patterns.,Confidential,True
Decisions are to be made as quickly as possible,0,Public,0,0.9,GPT-4.1-mini-FT classified as 'Public' based on fine-tuned understanding of financial sensitivity patterns.,Public,True
The company reported net sales of 302 mln euro $ 441.6 mln and an operating margin of 16 pct in 2006,1,Internal,1,0.9,GPT-4.1-mini-FT classified as 'Internal' based on fine-tuned understanding of financial sensitivity patterns.,Internal,True
"The scheme for TeliaSonera and Altimo is practically identical , except that it involves the merger of their stakes in VimpelCom and Kyivstar",3,Restricted,3,0.9,GPT-4.1-mini-FT classified as 'Restricted' based on fine-tuned understanding of financial sensitivity patterns.,Restricted,True
The acquisition will considerably increase Kemira 's sales and market position in the Russian metal industry coatings market,3,Restricted,3,0.9,GPT-4.1-mini-FT classified as 'Restricted' based on fine-tuned understanding of financial sensitivity patterns.,Restricted,True
The financial details of the acquisition were not disclosed,3,Restricted,3,0.9,GPT-4.1-mini-FT classified as 'Restricted' based on fine-tuned understanding of financial sensitivity patterns.,Restricted,True
"Of the company 's net sales , 38 % was acquired in Finland , 21 % in other European countries , 40 % in Asia , and 1 % in the US",1,Internal,0,0.9,GPT-4.1-mini-FT classified as 'Public' based on fine-tuned understanding of financial sensitivity patterns.,Public,False
"Operating profit was EUR -0.1 mn , down from EUR 1.3 mn",2,Confidential,2,0.9,GPT-4.1-mini-FT classified as 'Confidential' based on fine-tuned understanding of financial sensitivity patterns.,Confidential,True
The value of the order is EUR 4mn,0,Public,0,0.9,GPT-4.1-mini-FT classified as 'Public' based on fine-tuned understanding of financial sensitivity patterns.,Public,True
"Finnish Scanfil , a systems supplier and contract manufacturer to the communications sector and the electronics industry , reports its net sales totalled EUR 94.7 mn in the first half of 2010 , down from EUR 99.5 mn in the first half of 2009",2,Confidential,2,0.9,GPT-4.1-mini-FT classified as 'Confidential' based on fine-tuned understanding of financial sensitivity patterns.,Confidential,True
Vianor sells tires for cars and trucks as well as a range of other car parts and provides maintenance services,1,Internal,0,0.9,GPT-4.1-mini-FT classified as 'Public' based on fine-tuned understanding of financial sensitivity patterns.,Public,False
Welcome,0,Public,0,0.9,GPT-4.1-mini-FT classified as 'Public' based on fine-tuned understanding of financial sensitivity patterns.,Public,True
Finnish investment group Norvestia Oyj said its net profit fell to 23.5 mln euro $ 30.6 mln in 2006 from 33.5 mln euro $ 43.6 mln in 2005,2,Confidential,2,0.9,GPT-4.1-mini-FT classified as 'Confidential' based on fine-tuned understanding of financial sensitivity patterns.,Confidential,True
Rubin says he expects Capman to announce 1-2 additional transactions in 2009,1,Internal,0,0.9,GPT-4.1-mini-FT classified as 'Public' based on fine-tuned understanding of financial sensitivity patterns.,Public,False
"( ADP News ) - Feb 12 , 2009 - Finnish IT solutions provider Affecto Oyj ( HEL : AFE1V ) said today its net profit rose to EUR 8.5 million ( USD 11m ) in 2008 from EUR 7 million in 2007",1,Internal,1,0.9,GPT-4.1-mini-FT classified as 'Internal' based on fine-tuned understanding of financial sensitivity patterns.,Internal,True
Operating result including non-recurring items rose to EUR 146mn from a loss of EUR 267mn in 2009,1,Internal,1,0.9,GPT-4.1-mini-FT classified as 'Internal' based on fine-tuned understanding of financial sensitivity patterns.,Internal,True
The company will be part of Teleste 's Video and Broadband Solutions business area,1,Internal,1,0.9,GPT-4.1-mini-FT classified as 'Internal' based on fine-tuned understanding of financial sensitivity patterns.,Internal,True
"The financial impact is estimated to be some 1.5 MEUR annual improvement in the division 's result , starting from fiscal year 2007",0,Public,0,0.9,GPT-4.1-mini-FT classified as 'Public' based on fine-tuned understanding of financial sensitivity patterns.,Public,True
"Together with Latvia , Cramo will operate 54 rental outlets in the Baltic States",1,Internal,0,0.9,GPT-4.1-mini-FT classified as 'Public' based on fine-tuned understanding of financial sensitivity patterns.,Public,False
"The company has a continuous need for alloys such as nickel , ferro-chrome , molybdenum and manganese in its production , said Talvivaara",1,Internal,1,0.9,GPT-4.1-mini-FT classified as 'Internal' based on fine-tuned understanding of financial sensitivity patterns.,Internal,True
"The Finnish government announced Wednesday that it sold a 32 percent stake in chemicals and fertilizer group Kemira Oyj for (  x20ac ) 655.6 million ( $ 890US million ) , sending the company 's share price up 6 percent",1,Internal,1,0.9,GPT-4.1-mini-FT classified as 'Internal' based on fine-tuned understanding of financial sensitivity patterns.,Internal,True
"In his current position , Manty has worked since 1996",1,Internal,0,0.9,GPT-4.1-mini-FT classified as 'Public' based on fine-tuned understanding of financial sensitivity patterns.,Public,False
"Financial , strategic and operational factors are considered",2,Confidential,2,0.9,GPT-4.1-mini-FT classified as 'Confidential' based on fine-tuned understanding of financial sensitivity patterns.,Confidential,True
The acquisition will considerably increase Kemira 's sales and market position in the Russian metal industry coatings market,3,Restricted,3,0.9,GPT-4.1-mini-FT classified as 'Restricted' based on fine-tuned understanding of financial sensitivity patterns.,Restricted,True
"Before Kemira 's installation NordAlu was producing 3,500 tons of liquid and solid aluminum waste per year",0,Public,0,0.9,GPT-4.1-mini-FT classified as 'Public' based on fine-tuned understanding of financial sensitivity patterns.,Public,True
The fair value of the company 's investment properties went down to EUR2 .769 bn at the end of September 2009 from EUR2 .878 bn a year earlier,2,Confidential,2,0.9,GPT-4.1-mini-FT classified as 'Confidential' based on fine-tuned understanding of financial sensitivity patterns.,Confidential,True
"Country : , Finland Sector : Construction-Real Estate Target : Pohjolan Design-Talo Oy Buyer : CapMan Oyj Vendor : Ruukki Group Oyj Deal size in USD : 102.6 m Type : Divestment Status :",0,Public,1,0.9,GPT-4.1-mini-FT classified as 'Internal' based on fine-tuned understanding of financial sensitivity patterns.,Internal,False
The server is responsible for managing devices and user accounts and a desktop client application enables remote access to the mobile phones,0,Public,0,0.9,GPT-4.1-mini-FT classified as 'Public' based on fine-tuned understanding of financial sensitivity patterns.,Public,True
"Country : , Switzerland Sector : Pharmaceuticals Target : Synosia Therapeutics Holding AG Buyer : Biotie Therapies Corp Deal size in USD : 129.4 m Type : Corporate acquisition Financing : All-stock Status :",3,Restricted,3,0.9,GPT-4.1-mini-FT classified as 'Restricted' based on fine-tuned understanding of financial sensitivity patterns.,Restricted,True
"Exel 's board of directors will propose a dividend of 0.2 euro $ 0.3 per share for 2006 at the annual general meeting on April 19 , 2007",2,Confidential,2,0.9,GPT-4.1-mini-FT classified as 'Confidential' based on fine-tuned understanding of financial sensitivity patterns.,Confidential,True
"The financial impact is estimated to be an annual improvement of EUR2 .0 m in the division 's results , as of fiscal year 2008",0,Public,0,0.9,GPT-4.1-mini-FT classified as 'Public' based on fine-tuned understanding of financial sensitivity patterns.,Public,True
"The acquisition was financed with $ 2.56 billion of debt arranged by Goldman , Sachs & Co.",3,Restricted,3,0.9,GPT-4.1-mini-FT classified as 'Restricted' based on fine-tuned understanding of financial sensitivity patterns.,Restricted,True
"Budapest , August 10 MTI - Finnish electronics maker Elcoteq will lay off 700 workers at its plants in Pecs S Hungary at the end of September because of falling orders , communications director for Elcoteq 's local unit , Zoltan Krippl told MTI on Monday",1,Internal,2,0.9,GPT-4.1-mini-FT classified as 'Confidential' based on fine-tuned understanding of financial sensitivity patterns.,Confidential,False
The proposal by the Board of Directors on the issuance of option rights will otherwise correspond to the proposal by the Board of Directors in the Notice to the General Meeting,2,Confidential,2,0.9,GPT-4.1-mini-FT classified as 'Confidential' based on fine-tuned understanding of financial sensitivity patterns.,Confidential,True
"Earlier today , Geberit 's Finnish rival Uponor OYJ cut its full-year sales growth forecast to 6 pct from 10 pct , blaming tough conditions in Germany and the US , as well as currency factors",3,Restricted,3,0.9,GPT-4.1-mini-FT classified as 'Restricted' based on fine-tuned understanding of financial sensitivity patterns.,Restricted,True
"`` Over the years , the color orange has become synonymous with quality",0,Public,0,0.9,GPT-4.1-mini-FT classified as 'Public' based on fine-tuned understanding of financial sensitivity patterns.,Public,True
Outotec 's net profit for the second quarter of 2007 jumped to 16.8 mln euro ( $ 23.1 mln ) from 4.6 mln euro ( $ 6.3 mln ) a year ago,1,Internal,1,0.9,GPT-4.1-mini-FT classified as 'Internal' based on fine-tuned understanding of financial sensitivity patterns.,Internal,True
Consolidated operating profit from continuing operations decreased by 62.3 % to EUR 51.2 mn from EUR 135.7 mn in 2007,2,Confidential,2,0.9,GPT-4.1-mini-FT classified as 'Confidential' based on fine-tuned understanding of financial sensitivity patterns.,Confidential,True
"Profit before taxes was EUR 4.0 mn , down from EUR 4.9 mn",2,Confidential,2,0.9,GPT-4.1-mini-FT classified as 'Confidential' based on fine-tuned understanding of financial sensitivity patterns.,Confidential,True
Revenue grew 1 percent to euro742 .2 million US$ 964 million from euro735 million,1,Internal,1,0.9,GPT-4.1-mini-FT classified as 'Internal' based on fine-tuned understanding of financial sensitivity patterns.,Internal,True
"The Finnish national carrier said net loss in April through June was euro26 million , down from a net profit of euro13 million a year earlier",2,Confidential,2,0.9,GPT-4.1-mini-FT classified as 'Confidential' based on fine-tuned understanding of financial sensitivity patterns.,Confidential,True
Passenger-related revenue rose by 5.1 % to EUR 460.8 mn from EUR 438.5 mn in 2009,1,Internal,0,0.9,GPT-4.1-mini-FT classified as 'Public' based on fine-tuned understanding of financial sensitivity patterns.,Public,False
"Shares of Standard Chartered ( STAN ) rose 1.2 % in the FTSE 100 , while Royal Bank of Scotland ( RBS ) shares rose 2 % and Barclays shares ( BARC ) ( BCS ) were up 1.7 %",0,Public,1,0.9,GPT-4.1-mini-FT classified as 'Internal' based on fine-tuned understanding of financial sensitivity patterns.,Internal,False
The total amount of subscription prices was recorded in the fund for invested non-restricted equity,3,Restricted,3,0.9,GPT-4.1-mini-FT classified as 'Restricted' based on fine-tuned understanding of financial sensitivity patterns.,Restricted,True
23 April 2010 - Finnish construction and engineering company Outotec Oyj HEL : OTE1V said today it slipped to a net loss of EUR7 .3 m in the first quarter of 2010 from a net profit of EUR12 .5 m in the corresponding period last year,2,Confidential,2,0.9,GPT-4.1-mini-FT classified as 'Confidential' based on fine-tuned understanding of financial sensitivity patterns.,Confidential,True
"In the reporting period , net sales rose by 8 % year-on-year to EUR64 .3 m , due to the business acquisitions realized during the first half of 2008-09 , the effect of which was EUR10 .9 m in the review period",3,Restricted,3,0.9,GPT-4.1-mini-FT classified as 'Restricted' based on fine-tuned understanding of financial sensitivity patterns.,Restricted,True
"The company , which has EUR2 .8 bn in assets , counts among its five largest shareholders Finnish insurers Ilmarinen 4.34 % and Varma 0.70 % , as well as the Finnish state pension fund VER 0.61 %",1,Internal,1,0.9,GPT-4.1-mini-FT classified as 'Internal' based on fine-tuned understanding of financial sensitivity patterns.,Internal,True
"Finnish plumbing and heating systems supplier Uponor 's net sales in continuing business operations decreased to EUR 249.1 mn in July-September 2008 , compared to EUR 262.1 mn in the third quarter of 2007",2,Confidential,2,0.9,GPT-4.1-mini-FT classified as 'Confidential' based on fine-tuned understanding of financial sensitivity patterns.,Confidential,True
"The result will also be burdened by increased fixed costs associated with operations in China , and restructuring costs in Japan",3,Restricted,3,0.9,GPT-4.1-mini-FT classified as 'Restricted' based on fine-tuned understanding of financial sensitivity patterns.,Restricted,True
Finnish Bore that is owned by the Rettig family has grown recently through the acquisition of smaller shipping companies,3,Restricted,3,0.9,GPT-4.1-mini-FT classified as 'Restricted' based on fine-tuned understanding of financial sensitivity patterns.,Restricted,True
"The product advisory does not apply to any other Nokia-branded battery , the company said",1,Internal,1,0.9,GPT-4.1-mini-FT classified as 'Internal' based on fine-tuned understanding of financial sensitivity patterns.,Internal,True
"The money will be spread mainly over 2011 and 2012 , the company said",1,Internal,1,0.9,GPT-4.1-mini-FT classified as 'Internal' based on fine-tuned understanding of financial sensitivity patterns.,Internal,True
The net sales of the whole fiscal year 2008 will be lower than in 2007 and operating profit is estimated to be negative,2,Confidential,2,0.9,GPT-4.1-mini-FT classified as 'Confidential' based on fine-tuned understanding of financial sensitivity patterns.,Confidential,True
